headline,publication_date,news_source,sector,sentiment_label,market_impact
Auto sector EBITDA margins expand QoQ amid easing input cost pressures,2022-12-31 01:13:09.997999600,BloombergQuint,Auto,Positive,Bullish
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2022-12-31 06:28:35.383076616,BloombergQuint,Auto,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2022-12-31 11:44:00.768153628,Business Standard,Pharma,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 29.2%; 10 stocks added/removed,2022-12-31 16:59:26.153230644,Economic Times,Pharma,Neutral,Neutral
"IDFC First Bank Q4 net profit surges 39.7%, beats Bloomberg analyst estimates",2022-12-31 22:14:51.538307660,BloombergQuint,Infrastructure,Positive,Bullish
RBI monetary policy committee holds repo rate at 6.25%; next review in Sep,2023-01-01 03:30:16.923384676,CNBC TV18,BFSI,Neutral,Neutral
SEBI probes Delhivery for insider trading; shares locked in lower circuit,2023-01-01 08:45:42.308461692,Economic Times,Infrastructure,Negative,Bearish
RBI hikes repo rate by 50 bps amid persistent core inflation concerns,2023-01-01 14:01:07.693538708,MoneyControl,Pharma,Negative,Bearish
ICICI Bank board rejects merger proposal; institutional investors express concern,2023-01-01 19:16:33.078615720,Financial Express,IT Services,Negative,Bearish
India current account deficit widens to 31.1% of GDP in Q2 FY23,2023-01-02 00:31:58.463692736,Business Standard,FMCG,Negative,Bearish
"India GDP growth accelerates to 5.5% in Q2, ahead of IMF projections",2023-01-02 05:47:23.848769752,Economic Times,Infrastructure,Positive,Bullish
BFSI sector faces GST scrutiny; ₹1471 Cr ITC claims flagged by CBIC,2023-01-02 11:02:49.233846768,Reuters India,BFSI,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2023-01-02 16:18:14.618923784,Financial Express,Infrastructure,Positive,Bullish
"ICICI Bank Q4 net profit surges 36.9%, beats Bloomberg analyst estimates",2023-01-02 21:33:40.004000800,Economic Times,Auto,Positive,Bullish
India WPI inflation prints at 16.4% for Sep; IIP data due next week,2023-01-03 02:49:05.389077816,Business Standard,Infrastructure,Neutral,Neutral
Monsoon deficit at 29.8% below normal; agri-loan stress feared in Tier-2/3 markets,2023-01-03 08:04:30.774154828,Business Standard,Infrastructure,Negative,Bearish
India forex reserves hit 2187 billion USD as RBI intervention stabilises rupee,2023-01-03 13:19:56.159231844,Financial Express,Energy,Positive,Bullish
ICICI Bank board rejects merger proposal; institutional investors express concern,2023-01-03 18:35:21.544308860,Economic Times,Infrastructure,Negative,Bearish
IT Services sector faces GST scrutiny; ₹2015 Cr ITC claims flagged by CBIC,2023-01-03 23:50:46.929385876,Reuters India,IT Services,Negative,Bearish
Monsoon deficit at 31.7% below normal; agri-loan stress feared in Tier-2/3 markets,2023-01-04 05:06:12.314462892,Reuters India,Pharma,Negative,Bearish
SEBI probes Wipro for insider trading; shares locked in lower circuit,2023-01-04 10:21:37.699539908,Mint,Telecom,Negative,Bearish
Sensex rallies 579 points as FIIs pump ₹1857 Cr into Indian equities,2023-01-04 15:37:03.084616924,Business Standard,FMCG,Positive,Bullish
Axis Bank announces rights issue at ₹456 per share; record date set,2023-01-04 20:52:28.469693936,Economic Times,Infrastructure,Neutral,Neutral
"UPI transaction volume crosses 3826 Cr in Nov, new all-time high",2023-01-05 02:07:53.854770952,CNBC TV18,Metals & Mining,Positive,Bullish
Punjab National Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2023-01-05 07:23:19.239847968,Reuters India,Pharma,Positive,Bullish
SEBI board meets to review derivative market norms for Q1 FY22,2023-01-05 12:38:44.624924984,BloombergQuint,Metals & Mining,Neutral,Neutral
NSE updates margin framework for equity derivatives from Jul onwards,2023-01-05 17:54:10.010002000,MoneyControl,FMCG,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2023-01-05 23:09:35.395079016,CNBC TV18,Pharma,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2023-01-06 04:25:00.780156028,CNBC TV18,FMCG,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2023-01-06 09:40:26.165233044,Reuters India,FMCG,Neutral,Neutral
India WPI inflation prints at 5.2% for Feb; IIP data due next week,2023-01-06 14:55:51.550310060,Mint,IT Services,Neutral,Neutral
RBI hikes repo rate by 50 bps amid persistent food inflation concerns,2023-01-06 20:11:16.935387076,BloombergQuint,IT Services,Negative,Bearish
India WPI inflation prints at 6.9% for Mar; IIP data due next week,2023-01-07 01:26:42.320464092,Business Standard,Auto,Neutral,Neutral
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2023-01-07 06:42:07.705541108,Economic Times,IT Services,Positive,Bullish
India WPI inflation prints at 36.9% for Mar; IIP data due next week,2023-01-07 11:57:33.090618124,Business Standard,Metals & Mining,Neutral,Neutral
FMCG sector EBITDA margins expand QoQ amid easing input cost pressures,2023-01-07 17:12:58.475695136,Mint,FMCG,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 13 key sectors,2023-01-07 22:28:23.860772152,CNBC TV18,Telecom,Neutral,Neutral
Sensex rallies 1002 points as FIIs pump ₹1089 Cr into Indian equities,2023-01-08 03:43:49.245849168,MoneyControl,IT Services,Positive,Bullish
RBI hikes repo rate by 35 bps amid persistent services inflation concerns,2023-01-08 08:59:14.630926184,Financial Express,Auto,Negative,Bearish
Finance Ministry reviews PLI scheme performance across 2 key sectors,2023-01-08 14:14:40.016003200,Economic Times,Pharma,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 12 key sectors,2023-01-08 19:30:05.401080216,Reuters India,Real Estate,Neutral,Neutral
Punjab National Bank NPA ratio rises to 21.9% in Q2; provisions surge QoQ,2023-01-09 00:45:30.786157232,Mint,Energy,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2023-01-09 06:00:56.171234244,Reuters India,Infrastructure,Positive,Bullish
Rupee depreciates to historic low of ₹82.71 on trade deficit widening,2023-01-09 11:16:21.556311260,Economic Times,Metals & Mining,Negative,Bearish
SBI announces rights issue at ₹326 per share; record date set,2023-01-09 16:31:46.941388276,CNBC TV18,Metals & Mining,Neutral,Neutral
MSCI rebalancing: India's weight adjusted to 17.6%; 4 stocks added/removed,2023-01-09 21:47:12.326465292,Financial Express,BFSI,Neutral,Neutral
Energy sector EBITDA margins expand QoQ amid easing input cost pressures,2023-01-10 03:02:37.711542308,Financial Express,Energy,Positive,Bullish
India forex reserves hit 1183 billion USD as RBI intervention stabilises rupee,2023-01-10 08:18:03.096619324,Business Standard,Energy,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2023-01-10 13:33:28.481696340,Financial Express,Metals & Mining,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2023-01-10 18:48:53.866773352,Reuters India,Auto,Positive,Bullish
Telecom sector faces GST scrutiny; ₹2349 Cr ITC claims flagged by CBIC,2023-01-11 00:04:19.251850368,BloombergQuint,Telecom,Negative,Bearish
"UPI transaction volume crosses 4809 Cr in Jan, new all-time high",2023-01-11 05:19:44.636927384,Economic Times,Energy,Positive,Bullish
ICICI Bank board rejects merger proposal; institutional investors express concern,2023-01-11 10:35:10.022004400,Mint,FMCG,Negative,Bearish
"UPI transaction volume crosses 2646 Cr in Mar, new all-time high",2023-01-11 15:50:35.407081416,MoneyControl,Real Estate,Positive,Bullish
NCLAT hears ONGC insolvency appeal; next hearing scheduled for Feb,2023-01-11 21:06:00.792158432,Mint,IT Services,Neutral,Neutral
Axis Bank NPA ratio rises to 13.8% in Q3; provisions surge QoQ,2023-01-12 02:21:26.177235444,Economic Times,Metals & Mining,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q2 FY24",2023-01-12 07:36:51.562312460,CNBC TV18,BFSI,Positive,Bullish
SEBI probes Reliance Industries for insider trading; shares locked in lower circuit,2023-01-12 12:52:16.947389476,Financial Express,Energy,Negative,Bearish
Finance Ministry reviews PLI scheme performance across 7 key sectors,2023-01-12 18:07:42.332466492,Business Standard,BFSI,Neutral,Neutral
"UPI transaction volume crosses 1533 Cr in Dec, new all-time high",2023-01-12 23:23:07.717543508,Reuters India,Auto,Positive,Bullish
Maruti Suzuki profit warning: EBITDA margins to decline 30.3% on high input costs,2023-01-13 04:38:33.102620524,CNBC TV18,FMCG,Negative,Bearish
SEBI probes TCS for insider trading; shares locked in lower circuit,2023-01-13 09:53:58.487697540,Mint,Auto,Negative,Bearish
SBI announces rights issue at ₹215 per share; record date set,2023-01-13 15:09:23.872774552,CNBC TV18,Pharma,Neutral,Neutral
IDFC First Bank announces rights issue at ₹120 per share; record date set,2023-01-13 20:24:49.257851568,BloombergQuint,Pharma,Neutral,Neutral
Maruti Suzuki announces ₹1008 Cr CAPEX for pan-India digital infrastructure rollout,2023-01-14 01:40:14.642928584,Financial Express,Infrastructure,Positive,Bullish
Energy sector faces GST scrutiny; ₹958 Cr ITC claims flagged by CBIC,2023-01-14 06:55:40.028005600,Reuters India,Energy,Negative,Bearish
NSE updates margin framework for equity derivatives from Sep onwards,2023-01-14 12:11:05.413082616,BloombergQuint,Infrastructure,Neutral,Neutral
FII outflows drag Sensex 638 points lower; rupee slips to 83.45 per USD,2023-01-14 17:26:30.798159632,CNBC TV18,BFSI,Negative,Bearish
"Nifty 50 hits record 571 as broad-based rally lifts mid-cap, small-cap indices",2023-01-14 22:41:56.183236648,BloombergQuint,FMCG,Positive,Bullish
Sensex rallies 242 points as FIIs pump ₹790 Cr into Indian equities,2023-01-15 03:57:21.568313660,Reuters India,BFSI,Positive,Bullish
NSE updates margin framework for equity derivatives from Apr onwards,2023-01-15 09:12:46.953390676,Reuters India,BFSI,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.55%; next review in Jan,2023-01-15 14:28:12.338467692,BloombergQuint,Metals & Mining,Neutral,Neutral
SEBI probes Infosys for insider trading; shares locked in lower circuit,2023-01-15 19:43:37.723544708,Reuters India,Real Estate,Negative,Bearish
Sensex rallies 1000 points as FIIs pump ₹3644 Cr into Indian equities,2023-01-16 00:59:03.108621724,Business Standard,BFSI,Positive,Bullish
Sensex rallies 1041 points as FIIs pump ₹2816 Cr into Indian equities,2023-01-16 06:14:28.493698740,Economic Times,Auto,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2023-01-16 11:29:53.878775752,CNBC TV18,FMCG,Positive,Bullish
NCLAT hears HDFC Life insolvency appeal; next hearing scheduled for Jan,2023-01-16 16:45:19.263852768,MoneyControl,IT Services,Neutral,Neutral
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2023-01-16 22:00:44.648929784,MoneyControl,Telecom,Negative,Bearish
India current account deficit widens to 18.0% of GDP in Q1 FY23,2023-01-17 03:16:10.034006800,Mint,Infrastructure,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2023-01-17 08:31:35.419083816,Business Standard,Auto,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2023-01-17 13:47:00.804160832,Financial Express,IT Services,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY24",2023-01-17 19:02:26.189237848,CNBC TV18,Pharma,Positive,Bullish
Sensex rallies 1170 points as FIIs pump ₹4550 Cr into Indian equities,2023-01-18 00:17:51.574314860,Mint,FMCG,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2023-01-18 05:33:16.959391876,MoneyControl,BFSI,Positive,Bullish
HDFC Bank NPA ratio rises to 7.2% in Q4; provisions surge QoQ,2023-01-18 10:48:42.344468892,Business Standard,Energy,Negative,Bearish
SEBI probes Infosys for insider trading; shares locked in lower circuit,2023-01-18 16:04:07.729545908,Financial Express,Auto,Negative,Bearish
"SBI Q2 net profit surges 6.5%, beats Bloomberg analyst estimates",2023-01-18 21:19:33.114622924,MoneyControl,Real Estate,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 13.4%; 7 stocks added/removed,2023-01-19 02:34:58.499699940,Business Standard,Metals & Mining,Neutral,Neutral
India WPI inflation prints at 33.5% for Sep; IIP data due next week,2023-01-19 07:50:23.884776956,CNBC TV18,Pharma,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 9 key sectors,2023-01-19 13:05:49.269853968,Financial Express,IT Services,Neutral,Neutral
Sensex rallies 464 points as FIIs pump ₹2787 Cr into Indian equities,2023-01-19 18:21:14.654930984,Reuters India,IT Services,Positive,Bullish
IndusInd Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2023-01-19 23:36:40.040008000,Economic Times,Infrastructure,Positive,Bullish
FMCG sector faces GST scrutiny; ₹285 Cr ITC claims flagged by CBIC,2023-01-20 04:52:05.425085016,Reuters India,FMCG,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2023-01-20 10:07:30.810162032,MoneyControl,BFSI,Positive,Bullish
BFSI sector EBITDA margins expand QoQ amid easing input cost pressures,2023-01-20 15:22:56.195239048,Mint,BFSI,Positive,Bullish
Delhivery profit warning: EBITDA margins to decline 29.2% on high input costs,2023-01-20 20:38:21.580316060,Reuters India,Metals & Mining,Negative,Bearish
"Axis Bank Q3 net profit surges 36.8%, beats Bloomberg analyst estimates",2023-01-21 01:53:46.965393076,Business Standard,Pharma,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 43.0%; 8 stocks added/removed,2023-01-21 07:09:12.350470092,Mint,Metals & Mining,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2023-01-21 12:24:37.735547108,Reuters India,IT Services,Positive,Bullish
India current account deficit widens to 26.1% of GDP in Q3 FY22,2023-01-21 17:40:03.120624124,Mint,Energy,Negative,Bearish
Energy sector FDI inflows at 2385 million USD in April-Aug FY23,2023-01-21 22:55:28.505701140,Reuters India,Energy,Neutral,Neutral
IT Services sector EBITDA margins expand QoQ amid easing input cost pressures,2023-01-22 04:10:53.890778156,CNBC TV18,IT Services,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2023-01-22 09:26:19.275855168,Business Standard,Energy,Positive,Bullish
IndusInd Bank NPA ratio rises to 33.1% in Q1; provisions surge QoQ,2023-01-22 14:41:44.660932184,Reuters India,Telecom,Negative,Bearish
Infrastructure sector FDI inflows at 3452 million USD in April-May FY23,2023-01-22 19:57:10.046009200,BloombergQuint,Infrastructure,Neutral,Neutral
Metals & Mining sector faces GST scrutiny; ₹2928 Cr ITC claims flagged by CBIC,2023-01-23 01:12:35.431086216,MoneyControl,Metals & Mining,Negative,Bearish
IDFC First Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2023-01-23 06:28:00.816163232,MoneyControl,BFSI,Positive,Bullish
IndusInd Bank NPA ratio rises to 21.0% in Q4; provisions surge QoQ,2023-01-23 11:43:26.201240248,CNBC TV18,Energy,Negative,Bearish
NCLAT hears TCS insolvency appeal; next hearing scheduled for Nov,2023-01-23 16:58:51.586317264,BloombergQuint,BFSI,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 3 key sectors,2023-01-23 22:14:16.971394276,Economic Times,Auto,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2023-01-24 03:29:42.356471292,MoneyControl,Energy,Positive,Bullish
SEBI probes Wipro for insider trading; shares locked in lower circuit,2023-01-24 08:45:07.741548308,CNBC TV18,Auto,Negative,Bearish
Sensex rallies 1069 points as FIIs pump ₹2601 Cr into Indian equities,2023-01-24 14:00:33.126625324,Reuters India,FMCG,Positive,Bullish
Rupee depreciates to historic low of ₹83.11 on trade deficit widening,2023-01-24 19:15:58.511702340,BloombergQuint,IT Services,Negative,Bearish
